churn,age,gender,marital_status,education_level,dependent_count,occupation_type,annual_income,income_band,income_category,city_tier,region,customer_segment,tenure_months,onboarding_channel,relationship_type,number_of_products,primary_account_type,card_category,customer_lifetime_value,loyalty_program_member,referral_count,last_contacted_days,relationship_manager_assigned,avg_monthly_balance,current_balance,balance_decline_percentage,monthly_transaction_count,monthly_transaction_value,cash_withdrawal_count,upi_transaction_count,debit_card_transaction_count,net_banking_transaction_count,account_inactive_days,total_trans_amt,total_trans_count,total_amt_chng_q4_q1,total_ct_chng_q4_q1,avg_open_to_buy,total_revolving_bal,savings_account_flag,current_account_flag,credit_card_flag,personal_loan_flag,home_loan_flag,auto_loan_flag,fixed_deposit_flag,investment_product_flag,insurance_product_flag,demat_account_flag,credit_card_limit,credit_card_spend,credit_utilization_ratio,minimum_due_paid_flag,late_credit_card_payment_count,loan_outstanding_amount,emi_amount,emi_payment_delay_count,loan_default_risk_score,prepayment_flag,mobile_app_login_count,website_login_count,digital_transaction_ratio,last_login_days,failed_login_count,app_rating_given,paperless_statement_enabled,digital_service_usage_score,mobile_banking_active_flag,email_open_rate,total_complaints,complaint_resolution_time,unresolved_complaint_count,branch_visit_count,call_center_interaction_count,relationship_manager_interaction_count,service_request_count,escalation_count,satisfaction_score,nps_score,campaign_received_count,campaign_response_count,cross_sell_offer_count,upsell_offer_count,retention_offer_received,retention_offer_accepted,last_campaign_response_days,discount_or_fee_waiver_received,competitor_bank_offer_awareness,customer_feedback_sentiment,monthly_income_estimate,credit_utilization_3m_avg,credit_utilization_6m_avg,avg_quarterly_balance,total_digital_logins,debt_to_income_ratio,digital_engagement_index
0,53,0,1,3,0,3,48068,2,1,2,0,1,36,4,1,6,2,0,11005.9,0,0,36,1,13287.0,17981.0,2.97,4,353.67,7,26,12,4,85,4244,53,0.861,0.656,947.0,1936,0,1,1,0,0,0,1,1,0,0,2883,3027.0,0.672,1,0,0.0,0.0,0,33.9,0,19,14,0.857,2,0,3.7,1,63.2,1,0.529,0,0,0,2,3,5,2,0,5.0,92,2,0,1,0,1,1,70,0,2,1,3783,0.639,0.622,42708.0,33,0.0,59.8
0,37,1,2,4,0,3,100082,4,3,1,0,1,27,0,0,5,0,0,13764.07,0,1,25,1,5180.0,4416.0,-13.97,4,249.17,11,20,11,6,88,2990,55,1.159,0.964,15326.0,0,1,0,1,0,1,0,0,1,1,0,15326,2213.0,0.0,0,1,27083.0,718.0,0,32.0,1,19,9,0.771,8,1,3.9,1,58.5,1,0.396,1,1,0,5,3,4,3,0,4.2,97,4,1,0,0,0,0,102,0,1,1,8951,0.041,0.121,15723.0,28,0.0861,57.9
0,37,0,1,5,4,5,32863,2,4,0,3,2,18,2,1,5,2,0,5358.08,1,1,10,0,5216.0,3671.0,3.79,2,140.5,5,16,9,10,55,1686,34,0.903,0.7,906.0,2024,0,0,1,0,0,0,0,0,0,0,2930,1306.0,0.691,1,1,0.0,0.0,0,55.8,0,20,13,0.875,8,1,5.0,0,54.8,1,0.554,0,0,0,9,2,0,2,0,4.6,56,7,0,4,0,0,0,158,0,2,2,2978,0.686,0.601,15375.0,33,0.0,46.2
0,34,0,1,2,3,3,41354,2,1,0,3,2,25,0,2,6,0,0,10178.18,1,0,23,1,10762.0,8715.0,6.87,7,414.75,8,16,9,6,86,4977,88,0.757,0.692,807.0,1468,1,0,1,1,1,1,0,0,1,1,2275,2108.0,0.645,0,4,26374.0,926.0,0,32.9,0,17,5,0.795,12,1,,1,58.5,1,0.373,2,1,0,3,2,6,2,0,3.9,27,3,0,1,1,0,0,73,1,2,2,2588,0.545,0.57,31274.0,22,0.2687,53.9
0,55,0,2,2,1,3,62468,3,5,2,0,0,49,4,1,1,3,0,24897.65,1,0,27,0,8228.0,8062.0,-2.02,6,453.58,2,10,7,7,135,5443,73,0.508,0.973,2721.0,0,1,0,1,1,1,0,0,0,1,0,2721,2363.0,0.0,1,1,47023.0,1326.0,0,54.4,0,20,12,0.923,13,1,3.2,1,65.7,1,0.246,2,5,0,3,3,0,3,0,3.1,15,7,1,1,0,0,0,6,0,1,2,5298,0.033,0.021,24361.0,32,0.2547,62.5
0,55,0,2,2,2,3,44622,2,4,0,1,0,43,0,1,1,0,0,9849.99,0,0,61,1,7922.0,9448.0,8.51,5,380.17,6,18,12,14,114,4562,67,0.701,0.634,577.0,1168,1,0,1,1,0,0,0,0,1,1,1745,1832.0,0.669,1,0,25475.0,966.0,0,25.6,0,23,10,0.88,2,3,4.5,0,54.8,1,0.646,0,0,0,6,1,7,4,0,3.6,100,5,0,1,0,1,1,1,0,3,2,4831,0.607,0.584,22030.0,33,0.2598,49.4
0,36,0,2,0,1,3,52466,3,1,0,2,0,25,0,0,6,0,0,11605.56,1,1,15,0,26645.0,37261.0,11.61,5,157.17,5,17,11,6,117,1886,66,0.928,0.65,1888.0,0,0,1,1,1,0,0,0,0,0,0,1888,937.0,0.0,1,2,39918.0,1088.0,1,1.0,0,24,8,0.872,7,1,,1,66.8,1,0.433,3,8,0,5,3,0,0,0,4.6,7,10,0,0,0,0,0,32,0,2,2,4683,0.01,0.056,78005.0,32,0.2488,59.5
0,50,1,2,2,3,3,77480,3,2,1,4,0,45,3,2,4,3,0,23907.85,0,0,3,0,24764.0,22040.0,14.67,2,150.5,7,21,4,6,87,1806,31,0.658,0.409,20754.0,1118,1,0,1,0,1,0,0,1,1,1,21872,948.0,0.051,1,1,96422.0,2776.0,1,52.9,0,16,7,0.816,10,3,,1,56.5,1,0.287,1,1,0,1,3,0,3,0,1.8,43,1,0,6,0,1,0,89,0,1,1,7848,0.108,0.039,76558.0,23,0.4299,55.2
0,49,0,1,2,1,3,18000,1,4,1,3,2,36,0,3,6,3,0,6392.82,0,0,34,0,1509.0,1126.0,-0.24,6,356.17,10,19,12,5,79,4274,81,0.744,0.723,3775.0,1378,1,0,1,0,1,0,0,1,0,1,5153,2834.0,0.267,1,0,43060.0,1288.0,0,30.2,0,23,16,0.783,36,0,,1,60.6,1,0.263,1,3,0,3,1,0,3,0,2.9,88,2,0,2,1,0,0,201,0,3,1,1218,0.255,0.214,4328.0,39,0.8587,54.6
0,39,0,2,6,2,2,18000,1,5,1,1,2,28,4,2,6,0,0,2372.47,0,1,96,0,15893.0,19273.0,12.77,6,344.25,4,15,2,5,67,4131,80,0.688,0.702,701.0,792,1,0,1,0,0,0,1,0,0,0,1493,1568.0,0.53,1,1,0.0,0.0,0,45.5,0,18,11,0.846,19,3,3.5,1,59.8,1,0.795,0,0,0,2,2,0,0,0,3.9,10,2,0,2,0,0,0,119,1,1,2,1031,0.583,0.477,49723.0,29,0.0,61.4
0,39,1,1,0,2,0,80051,4,2,0,3,1,35,0,0,4,3,0,18450.63,1,0,24,1,25681.0,33567.0,-8.61,3,199.83,7,16,10,6,97,2398,37,1.924,1.176,4893.0,2517,1,0,1,0,1,1,1,1,1,1,7410,1445.0,0.34,1,2,30350.0,1497.0,0,15.4,0,20,10,0.821,19,0,3.7,0,53.0,1,0.634,0,0,0,3,2,5,2,0,5.0,8,1,0,3,1,0,0,19,0,1,2,8602,0.329,0.357,75176.0,30,0.2244,42.8
0,47,1,0,6,4,2,57070,3,1,0,1,0,35,3,3,3,2,0,9048.11,1,1,18,0,14763.0,13586.0,-0.84,5,424.0,7,13,12,6,80,5088,71,0.517,0.651,4134.0,773,1,0,1,1,0,0,0,0,0,0,4907,2701.0,0.158,1,0,180902.0,5040.0,0,32.7,0,19,9,0.816,12,2,,1,59.8,1,0.882,1,1,0,3,1,0,0,0,3.4,52,8,1,1,1,1,1,14,0,1,1,5724,0.142,0.092,45744.0,28,1.0598,53.1
0,53,1,2,2,3,3,68490,3,3,2,2,2,36,3,2,4,0,0,23548.6,1,1,43,1,11808.0,15245.0,8.39,2,122.92,5,15,9,10,100,1475,33,0.741,0.833,31999.0,2517,1,0,1,1,0,0,1,0,0,0,34516,959.0,0.073,1,1,231335.0,6733.0,0,27.4,0,22,6,0.872,36,1,,1,62.6,1,0.773,0,0,0,1,2,4,3,0,4.2,-32,3,0,1,0,0,0,37,0,0,0,3529,0.057,0.121,36369.0,28,1.1797,59.4
0,44,1,2,2,3,0,104715,4,3,0,2,1,33,3,2,6,3,0,34123.52,0,1,83,1,7006.0,8532.0,1.22,1,75.5,5,16,9,6,95,906,22,0.543,1.2,3346.0,785,1,1,1,1,1,0,1,1,1,0,4131,500.0,0.19,1,1,31284.0,1510.0,0,67.4,0,16,10,0.861,19,2,2.1,0,51.1,1,0.677,0,0,0,2,3,3,2,0,3.9,78,4,1,1,3,0,0,4,0,2,2,9947,0.149,0.238,20192.0,26,0.173,38.1
0,47,0,0,4,2,3,51545,3,1,2,4,2,33,4,2,6,3,0,15923.88,1,1,35,1,10127.0,10295.0,-10.74,5,320.25,4,16,10,10,88,3843,66,0.691,1.0,4408.0,1216,1,1,1,1,0,0,0,0,0,0,5624,2543.0,0.216,1,0,13325.0,315.0,0,65.1,0,21,7,0.9,10,1,,1,66.0,1,0.485,2,1,0,4,3,2,1,0,3.9,100,6,0,2,0,0,0,17,0,2,2,4487,0.168,0.241,30458.0,28,0.0733,62.1
0,53,1,2,2,1,0,91425,4,3,0,4,0,43,1,1,4,3,0,19615.63,0,1,48,1,14396.0,12237.0,-2.21,4,161.5,4,18,10,8,76,1938,53,1.006,0.656,10891.0,1018,1,1,1,0,0,1,0,0,0,0,11909,1083.0,0.085,1,1,53962.0,1689.0,0,33.4,0,21,13,0.9,52,0,,1,66.2,1,0.83,1,6,0,5,3,7,2,0,3.2,34,5,1,1,2,0,0,20,0,2,2,7227,0.101,0.129,43413.0,34,0.2217,55.0
0,46,1,0,1,5,2,136416,0,0,1,0,1,31,2,2,1,3,0,23362.3,1,0,9,1,5557.0,6555.0,-7.99,8,661.33,5,16,4,3,62,7936,101,0.871,0.485,32714.0,1802,0,1,1,1,1,1,0,1,1,1,34516,5218.0,0.052,1,0,26680.0,1111.0,0,51.4,0,15,8,0.821,30,0,3.4,1,57.9,1,0.767,1,2,0,2,2,4,0,0,3.1,9,4,1,2,1,1,0,47,0,3,2,10806,0.023,0.167,17341.0,23,0.0977,54.0
0,50,0,0,2,2,4,50248,3,1,0,3,2,40,2,2,6,0,0,9517.48,1,1,18,1,10587.0,10193.0,-1.44,3,191.08,4,10,9,6,79,2293,36,1.743,0.8,5790.0,2517,1,0,1,1,0,0,1,1,0,0,8307,1341.0,0.303,1,2,14409.0,294.0,0,11.9,1,15,10,0.862,1,0,4.4,0,49.3,1,0.382,1,1,0,4,5,9,1,0,2.8,68,8,0,2,0,0,0,7,0,1,1,4217,0.292,0.379,32692.0,25,0.0702,40.7
0,40,1,1,2,3,3,96954,4,3,0,3,0,27,3,0,3,3,3,14253.78,0,1,2,0,4592.0,3811.0,13.78,4,266.08,3,17,11,15,59,3193,53,0.834,0.559,34516.0,0,1,0,1,1,1,0,1,0,1,1,34516,1683.0,0.0,1,2,80531.0,2533.0,0,8.5,0,18,15,0.935,18,2,4.2,1,62.6,1,0.545,2,7,0,3,2,0,0,0,2.6,83,6,1,1,2,1,1,52,0,2,1,8307,0.023,0.176,14250.0,33,0.3135,57.6
0,45,0,1,3,3,3,20175,1,4,0,1,2,32,4,2,2,3,0,2736.84,1,1,15,1,13626.0,11825.0,5.31,7,652.83,2,13,14,11,175,7834,86,0.946,0.509,1980.0,968,1,1,1,1,0,0,1,0,0,0,2948,3095.0,0.328,1,0,49471.0,1105.0,0,46.8,0,28,13,0.95,6,1,3.8,0,63.5,1,0.811,3,7,0,3,1,4,1,0,4.6,45,3,0,2,0,0,0,230,1,3,1,1444,0.345,0.321,38995.0,41,0.6572,51.1
0,33,0,1,2,1,4,25454,1,4,0,2,2,20,0,2,2,2,0,2347.66,0,3,32,0,8622.0,10115.0,-4.56,7,391.5,7,19,11,11,86,4698,87,0.723,0.851,1507.0,0,1,0,1,0,1,0,1,1,1,0,1507,1582.0,0.0,0,1,33506.0,1251.0,1,26.4,0,13,14,0.854,14,3,,1,56.5,1,0.502,0,0,0,1,2,0,3,0,3.6,22,2,0,4,1,0,0,6,0,1,0,2024,0.0,0.074,26169.0,27,0.5898,53.0
1,47,1,2,5,3,3,152461,0,0,0,0,1,36,0,0,3,3,0,12438.15,0,3,89,1,3046.0,3969.0,28.24,2,168.33,1,6,7,7,102,2020,33,0.517,0.375,34516.0,0,1,0,1,1,1,0,1,0,1,0,34516,843.0,0.0,0,2,167108.0,8283.0,2,37.4,0,12,7,0.952,14,1,3.5,0,49.3,1,0.128,0,0,0,0,4,3,7,0,2.3,-14,3,0,0,0,1,0,28,0,0,0,13251,0.029,0.077,9542.0,19,0.6519,36.1
0,51,0,2,3,3,4,33905,2,4,1,2,2,39,2,0,5,3,0,8494.62,0,1,8,0,48059.0,57177.0,2.37,5,349.0,12,20,8,9,71,4188,68,0.61,0.545,2801.0,1237,1,0,1,0,0,0,1,1,1,1,4038,2272.0,0.306,1,4,0.0,0.0,0,41.0,0,16,13,0.755,8,1,,0,45.8,1,0.41,2,7,0,3,1,0,1,0,4.5,57,0,0,1,0,0,0,17,0,3,2,3126,0.29,0.215,140929.0,29,0.0,36.1
0,48,0,3,0,3,2,59350,3,5,2,1,0,40,3,2,2,3,0,22141.11,0,0,62,1,2720.0,3568.0,8.44,7,433.58,5,15,11,8,208,5203,90,0.586,0.765,2337.0,0,0,1,1,0,0,0,1,1,0,0,2337,2454.0,0.0,1,0,0.0,0.0,0,25.1,0,20,10,0.872,29,0,,0,53.3,1,0.633,0,0,0,4,1,8,1,0,2.3,39,3,0,4,3,0,0,9,0,3,1,4923,0.051,0.095,8099.0,30,0.0,41.0
0,52,0,1,2,2,4,38236,2,4,0,3,0,36,2,1,3,0,0,8502.85,0,1,28,1,17327.0,21500.0,4.82,6,377.42,8,15,3,7,32,4529,73,0.671,0.872,3121.0,1829,1,1,1,0,0,0,0,1,0,0,4950,3098.0,0.369,1,1,0.0,0.0,0,38.4,0,23,7,0.758,3,2,,1,63.2,1,0.504,0,0,0,2,3,5,1,0,4.6,21,2,0,1,2,0,0,64,0,3,2,3773,0.324,0.42,49725.0,30,0.0,55.8
0,33,0,1,5,2,3,57387,3,1,1,4,2,23,3,1,4,0,0,9571.51,0,6,16,1,18473.0,13338.0,-7.24,3,137.0,5,14,13,11,74,1644,45,0.856,0.731,6732.0,0,0,0,1,1,0,0,0,1,0,1,6732,662.0,0.0,1,0,47130.0,2096.0,0,45.7,0,17,12,0.884,6,2,4.3,1,59.8,1,0.84,2,1,0,3,4,9,1,0,3.2,31,6,0,4,3,0,0,1,0,3,1,5800,0.0,0.119,56938.0,29,0.4383,55.5
0,39,0,2,4,2,1,18153,1,4,1,4,2,27,1,1,4,2,0,2255.62,1,1,12,1,24533.0,32079.0,6.2,1,100.33,4,16,6,6,66,1204,19,0.939,0.727,3688.0,2517,1,0,1,0,0,0,0,1,1,0,6205,918.0,0.406,1,1,0.0,0.0,0,34.8,0,20,7,0.875,33,4,5.0,0,53.6,1,0.382,3,3,0,2,2,4,0,0,5.0,85,4,0,2,0,0,0,93,0,2,2,1245,0.361,0.22,75721.0,27,0.0,45.8
0,53,0,1,2,3,3,34508,2,4,2,4,2,47,0,1,5,0,0,15848.0,1,1,7,0,31684.0,23575.0,7.44,3,174.42,9,21,10,10,189,2093,42,1.32,1.0,536.0,2223,1,1,1,1,1,0,0,0,1,0,2759,1525.0,0.806,1,2,88547.0,4415.0,0,51.9,0,17,6,0.82,21,1,,1,59.8,1,0.71,2,3,0,6,2,0,1,0,3.1,41,1,0,5,0,0,0,135,0,2,0,3213,0.737,0.735,100321.0,23,1.5353,50.3
1,50,1,0,4,3,1,63004,3,2,0,1,1,36,4,4,3,0,0,7969.44,0,0,48,1,4891.0,5173.0,16.73,3,195.92,3,6,5,3,69,2351,39,0.799,0.3,13898.0,511,1,0,1,0,1,0,0,0,0,1,14409,1402.0,0.035,1,2,7427.0,166.0,5,65.7,0,15,7,0.824,30,2,2.4,0,48.5,1,0.463,4,3,0,0,3,1,1,0,2.4,-19,5,0,0,0,0,0,18,0,0,0,4193,0.072,0.175,14860.0,22,0.0316,37.7
0,53,1,1,3,3,5,73409,3,2,0,4,0,43,1,0,5,3,0,26579.65,1,0,10,1,3038.0,3989.0,-7.95,2,101.58,4,16,6,5,111,1219,27,0.374,0.5,3095.0,2169,1,0,1,0,1,0,1,1,0,0,5264,506.0,0.412,1,1,36577.0,1484.0,0,29.3,0,11,10,0.871,15,3,3.2,1,56.2,1,0.511,1,1,0,3,2,7,0,0,3.4,15,3,0,2,2,0,0,22,0,3,2,6718,0.36,0.375,9081.0,21,0.2426,56.5
0,32,1,1,3,1,2,46465,2,1,1,3,2,26,1,2,3,0,0,9334.05,1,2,93,0,12744.0,12444.0,-9.73,5,240.0,5,19,13,4,71,2880,69,1.027,0.468,822.0,1754,1,0,1,1,0,0,0,1,0,0,2576,1979.0,0.681,1,0,30707.0,810.0,0,9.4,1,27,17,0.878,7,1,5.0,1,70.4,1,0.794,2,2,0,4,3,0,1,0,2.8,90,5,1,1,4,0,0,6,0,3,2,3478,0.581,0.652,36608.0,44,0.2092,71.1
0,29,0,1,2,2,0,45851,2,4,2,3,2,25,3,2,6,3,0,4876.4,0,1,78,0,12627.0,11593.0,-7.31,7,391.83,5,17,8,10,103,4702,85,1.028,0.771,986.0,1746,1,1,1,0,0,0,0,1,0,0,2732,2548.0,0.639,0,3,0.0,0.0,0,92.6,0,12,14,0.875,22,2,,1,56.3,1,0.348,2,1,0,0,2,0,1,0,4.8,7,6,1,3,0,0,0,5,0,3,0,5049,0.631,0.635,37443.0,26,0.0,55.2
0,40,1,1,5,4,0,147046,0,0,1,1,1,36,0,2,2,3,0,38597.47,1,2,49,1,13046.0,17289.0,5.8,6,675.33,7,8,13,5,63,8104,83,0.861,0.627,16229.0,1377,1,0,1,1,1,0,1,1,0,0,17606,5153.0,0.078,1,1,64805.0,3219.0,2,53.2,0,19,9,0.788,3,2,,0,48.1,1,0.3,1,1,0,0,2,3,0,0,4.4,32,5,1,3,0,1,0,78,0,3,2,12398,0.084,0.148,39930.0,28,0.2627,42.6
0,33,0,0,0,4,2,34505,2,4,1,0,0,24,3,1,6,3,0,3593.8,1,4,28,1,8573.0,8924.0,9.26,8,287.33,5,15,11,6,76,3448,103,0.699,0.635,9857.0,0,0,0,1,0,0,0,0,0,1,0,9857,2666.0,0.0,1,2,0.0,0.0,0,8.2,0,19,5,0.865,16,0,,1,63.4,1,0.408,1,1,0,4,2,2,2,0,4.7,50,4,0,0,2,0,0,55,0,1,2,3212,0.0,0.054,24396.0,24,0.0,60.4
0,44,0,1,2,2,4,30470,2,4,1,0,0,37,1,0,4,0,0,10071.44,0,4,25,0,36782.0,49184.0,10.19,3,119.42,2,16,9,9,174,1433,38,0.543,1.0,1127.0,2076,1,0,1,0,0,0,1,0,0,0,3203,976.0,0.648,1,2,0.0,0.0,0,75.5,0,26,14,0.944,8,0,2.3,1,66.5,1,0.257,2,1,0,3,4,0,3,0,2.3,44,1,0,1,0,0,0,31,0,1,2,2652,0.621,0.535,110983.0,40,0.0,57.9
0,45,1,1,5,2,1,53128,3,1,0,3,0,34,1,2,3,3,0,14018.32,0,1,20,1,24985.0,33220.0,9.49,1,115.58,4,13,11,8,72,1387,18,1.791,0.8,3523.0,2248,1,0,1,1,0,1,1,0,1,0,5771,971.0,0.39,1,1,128418.0,3481.0,0,17.4,0,15,16,0.889,7,1,3.0,1,58.7,1,0.339,1,3,0,5,1,3,1,0,3.8,-13,8,0,1,1,0,0,25,0,1,2,4826,0.378,0.462,77842.0,31,0.7863,56.6
0,36,0,2,5,1,0,21169,1,4,1,1,0,21,3,4,3,3,0,3037.07,1,0,24,0,34100.0,29584.0,-3.04,6,378.92,3,12,9,8,68,4547,73,0.826,0.973,1204.0,733,1,0,1,0,0,0,0,0,1,0,1937,2034.0,0.378,1,1,0.0,0.0,0,19.4,0,11,6,0.906,9,1,,1,60.3,1,0.458,1,1,0,6,1,0,1,0,2.1,48,4,1,1,0,0,0,34,0,2,2,1547,0.266,0.32,100730.0,17,0.0,56.4
1,58,0,0,6,3,0,29535,1,4,0,4,0,36,4,2,2,1,0,3084.15,0,0,20,0,4217.0,3962.0,9.93,2,165.83,2,20,6,2,68,1990,31,0.458,0.192,1508.0,0,1,1,1,0,0,1,1,0,1,0,1508,1358.0,0.0,0,2,64866.0,1398.0,1,53.4,0,17,10,0.933,40,4,,1,66.6,1,0.526,2,36,0,1,3,0,5,0,3.4,25,4,0,0,0,1,0,19,1,0,1,2529,0.0,0.0,12509.0,27,0.568,56.4
0,64,1,2,0,0,2,35742,2,4,2,2,0,56,4,4,5,0,3,15347.69,0,3,32,1,8011.0,10522.0,-5.81,5,384.83,10,14,7,10,120,4618,60,0.446,0.875,12155.0,0,1,0,1,0,0,0,0,1,0,1,12155,2116.0,0.0,1,0,0.0,0.0,0,30.6,0,23,2,0.756,10,0,,1,60.1,1,0.706,2,1,0,5,4,4,1,0,3.7,12,3,0,1,3,0,0,12,0,0,2,3394,0.049,0.0,24501.0,25,0.0,56.9
0,49,0,1,0,2,0,20270,1,4,2,3,0,35,2,3,3,2,0,5637.43,1,1,45,1,10075.0,12045.0,2.43,5,374.83,4,17,12,8,119,4498,64,1.103,0.829,1427.0,1856,1,0,1,0,0,0,1,0,0,0,3283,1951.0,0.565,1,2,0.0,0.0,0,29.4,0,20,8,0.902,16,1,5.0,1,66.8,1,0.444,3,6,0,6,4,5,1,0,3.5,29,6,0,2,0,0,0,36,0,1,2,1454,0.498,0.46,30555.0,28,0.0,60.2
0,40,0,1,2,4,3,50336,3,5,0,2,0,36,1,4,3,3,0,15006.73,1,2,1,1,5310.0,6565.0,-13.62,3,140.67,5,19,9,8,48,1688,38,0.384,0.583,2663.0,1043,1,0,1,0,0,1,1,1,0,0,3706,1087.0,0.281,1,1,138752.0,5610.0,0,18.3,0,22,6,0.878,17,0,,0,50.4,1,0.086,0,0,0,3,2,9,0,0,4.2,68,3,0,2,0,0,0,41,0,3,2,3903,0.222,0.369,16155.0,28,1.3374,44.2
0,51,1,1,5,3,3,89332,4,3,0,3,2,44,4,4,3,2,0,25330.3,1,2,57,1,10877.0,12119.0,2.44,6,294.25,8,16,9,6,102,3531,73,0.496,0.738,24028.0,0,0,0,1,1,1,1,0,0,0,1,24028,2536.0,0.0,0,1,160473.0,6334.0,0,1.0,1,17,12,0.795,7,2,4.4,0,50.3,1,0.679,0,0,0,4,3,3,1,0,5.0,8,5,1,3,0,0,0,33,0,3,2,6837,0.025,0.013,31894.0,29,0.8508,36.0
1,55,0,1,2,1,5,26821,1,4,1,4,2,46,1,2,6,0,0,7749.03,0,0,97,0,5771.0,7544.0,28.49,3,192.67,2,10,8,1,131,2312,37,0.878,0.609,4232.0,0,1,1,1,0,0,0,0,1,0,1,4232,1020.0,0.0,0,1,0.0,0.0,0,56.0,0,11,9,0.905,20,2,,0,48.7,1,0.794,0,0,0,1,3,0,0,0,2.1,0,7,0,3,1,0,0,43,0,2,0,2188,0.0,0.035,16986.0,20,0.0,38.7
0,35,0,2,6,3,0,35374,2,4,1,1,2,17,0,1,6,0,0,4820.46,0,0,57,0,24921.0,29298.0,7.12,4,178.67,7,19,13,11,32,2144,58,0.969,0.812,1133.0,1823,1,0,1,1,1,0,1,0,1,0,2956,1269.0,0.617,1,0,44008.0,2074.0,0,48.3,0,21,5,0.86,8,0,4.0,0,53.6,1,0.733,2,2,0,3,1,0,2,0,4.2,-6,3,0,0,2,0,0,11,0,2,0,3339,0.519,0.506,76910.0,26,0.7036,43.9
0,44,1,1,1,4,0,96148,4,3,1,2,1,27,0,1,1,3,0,18157.92,1,1,17,1,4282.0,5051.0,-7.71,9,1109.25,6,15,4,3,74,13311,110,0.814,0.642,22844.0,1290,0,1,1,1,1,1,0,1,1,1,24134,6201.0,0.053,1,0,7907.0,338.0,0,25.7,0,15,4,0.786,67,2,4.7,1,58.9,1,0.424,2,1,0,4,1,3,1,0,4.8,20,0,0,0,0,0,0,26,0,3,2,8145,0.081,0.082,12599.0,19,0.0422,53.1
0,30,1,2,4,2,3,46166,2,1,1,2,0,16,4,1,5,3,0,6471.07,1,1,16,1,61387.0,57808.0,5.73,5,223.25,3,16,8,3,91,2679,69,0.664,0.605,2556.0,1977,1,0,1,0,0,0,0,1,1,1,4533,2111.0,0.436,1,0,0.0,0.0,0,43.5,0,16,10,0.9,21,4,,1,61.6,1,0.557,3,1,0,1,5,5,2,0,4.3,82,5,0,3,1,0,0,176,0,2,2,3422,0.414,0.373,190297.0,26,0.0,57.8
0,37,1,2,0,1,4,73484,3,2,0,4,1,26,0,1,6,2,0,11238.57,0,1,10,1,12914.0,14493.0,-13.91,5,171.75,4,19,9,11,107,2061,61,0.839,0.649,14345.0,1410,1,0,1,0,0,1,0,1,0,1,15755,1208.0,0.089,1,0,86771.0,2601.0,0,36.1,1,25,13,0.907,35,1,,1,67.3,1,0.201,0,0,0,3,2,6,0,0,5.0,78,5,0,2,3,0,0,177,1,3,2,6738,0.181,0.187,39545.0,38,0.4247,61.7
0,64,1,1,0,0,3,25077,1,4,0,3,2,55,0,2,5,0,0,7237.35,1,1,26,0,14622.0,12032.0,-10.05,2,114.58,6,10,13,4,95,1375,30,0.485,0.364,1068.0,1424,1,0,1,0,0,0,0,0,0,0,2492,682.0,0.571,1,2,0.0,0.0,0,42.7,0,15,13,0.818,16,1,,0,50.4,1,0.771,2,3,0,2,4,0,1,0,4.0,62,3,0,1,0,0,0,49,0,1,0,1980,0.415,0.399,43153.0,28,0.0,41.9
0,41,0,2,0,3,0,83570,4,5,1,2,1,36,0,2,4,3,0,25056.89,1,1,60,1,8520.0,11535.0,-2.48,6,361.83,4,13,11,5,75,4342,72,0.733,0.674,2613.0,1597,1,1,1,0,0,1,1,0,1,1,4210,2888.0,0.379,1,3,23144.0,1035.0,1,36.2,0,23,8,0.879,3,1,,0,57.1,1,0.856,0,0,0,0,4,6,1,0,2.0,-6,2,0,1,1,1,1,25,0,3,1,8146,0.4,0.332,26062.0,31,0.1486,47.0
0,55,1,2,0,3,3,155490,0,0,0,2,1,36,0,1,5,0,0,32684.94,1,0,24,1,43060.0,40419.0,-7.43,3,206.75,5,15,13,5,115,2481,42,1.113,0.68,11109.0,1839,1,1,1,0,1,0,1,1,1,1,12948,1683.0,0.142,0,0,7482.0,259.0,1,26.6,0,22,11,0.868,16,3,3.4,1,62.0,1,0.388,1,7,0,4,3,6,4,0,3.6,59,4,1,3,3,1,1,3,0,3,2,13740,0.174,0.14,129166.0,33,0.02,54.4
0,26,1,2,2,0,3,51448,3,1,1,3,2,13,2,1,6,0,0,4299.98,1,1,90,0,5198.0,4873.0,-5.9,4,231.75,6,19,12,8,30,2781,54,0.466,0.35,1674.0,1616,1,0,1,0,0,0,0,0,1,0,3290,1240.0,0.491,1,2,0.0,0.0,0,28.0,0,24,14,0.867,28,2,,1,69.0,1,0.594,1,1,0,2,2,0,2,0,4.6,54,4,0,1,2,0,0,25,0,2,2,4466,0.446,0.444,15902.0,38,0.0,61.6
0,41,1,2,3,3,4,62145,3,2,0,1,1,33,2,1,4,3,0,11434.21,1,2,3,1,9608.0,10924.0,10.9,7,384.25,7,18,7,7,52,4611,91,0.658,0.569,9246.0,0,1,1,1,0,0,1,0,0,0,1,9246,3266.0,0.0,1,1,66302.0,1902.0,1,50.1,0,20,6,0.821,11,1,,1,60.2,1,0.51,2,4,0,5,3,7,1,0,3.6,54,6,0,5,1,0,0,43,0,2,1,4007,0.012,0.196,29293.0,26,0.3673,57.5
